,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
HIST2H3PS2,1.0,9932.0,2.4254976091971168e-05,-4.6151991491199675,16157.0,0.816752603377,0.816752603377
HIST2H4A,1.0,9932.0,0.00077885183301524055,-3.108545153655049,3560.0,0.179961581235,0.179961581235
HIST2H4B,1.0,9932.0,0.00059060251954245666,-3.2287047046431181,4663.0,0.235719340815,0.235719340815
HIST3H2A,1.0,9932.0,0.00027609386284899168,-3.5589432469660989,7817.0,0.395157213629,0.395157213629
HIST3H2BB,1.0,9932.0,0.00018976361287253784,-3.7217870597889,9433.0,0.476847639268,0.476847639268
HIST3H3,1.0,9932.0,0.0013375025809760767,-2.8737053712487253,1806.0,0.0912951167728,0.0912951167728
HIST4H4,1.0,9932.0,0.0010858799246325748,-2.9642181958821774,2380.0,0.120311394197,0.120311394197
HIVEP1,1.0,9932.0,0.0024894270561898629,-2.603900594657993,644.0,0.0325548478415,0.0325548478415
HIVEP2,1.0,9932.0,0.0013458821029692493,-2.8709929819191955,1791.0,0.0905368516833,0.0905368516833
HIVEP3,1.0,9932.0,2.1886735520959673e-05,-4.6598190100610744,16391.0,0.828581538773,0.828581538773
HJURP,1.0,9932.0,0.00027384472109157006,-3.5624956265551657,7857.0,0.397179253867,0.397179253867
HK1,1.0,9932.0,0.00039197933527508274,-3.4067368279095489,6347.0,0.32084723486,0.32084723486
HK2,1.0,9932.0,0.00058186641342949366,-3.2351767104869635,4729.0,0.239055707209,0.239055707209
HK3,1.0,9932.0,0.00058666169981479762,-3.2316122637557805,4688.0,0.236983115964,0.236983115964
HKDC1,1.0,9932.0,0.00011437260342821025,-3.9416779930680823,11545.0,0.583611363866,0.583611363866
HKR1,1.0,9932.0,0.0001304828224485219,-3.8844466577268149,11042.0,0.558184207866,0.558184207866
HLA-A,1.0,9932.0,0.0053705056883131888,-2.2699848190855416,126.0,0.00636942675159,0.00636942675159
HLA-B,1.0,9932.0,0.0043011520003401115,-2.3664152094471835,214.0,0.0108179152765,0.0108179152765
HLA-C,1.0,9932.0,0.0031547405225665318,-2.5010363556755575,409.0,0.0206753614397,0.0206753614397
HLA-DMA,1.0,9932.0,0.0040521018082892426,-2.3923196516082079,234.0,0.0118289353958,0.0118289353958
HLA-DMB,1.0,9932.0,0.0033295185470646883,-2.4776185615296842,362.0,0.0182994641593,0.0182994641593
HLA-DOA,1.0,9932.0,0.0025184677263457812,-2.5988636101665024,634.0,0.0320493377818,0.0320493377818
HLA-DOB,1.0,9932.0,0.002157532198451871,-2.6660427142659957,834.0,0.0421595389748,0.0421595389748
HLA-DPA1,1.0,9932.0,0.0042942700069539368,-2.3671106522976304,215.0,0.0108684662825,0.0108684662825
HLA-DPB1,1.0,9932.0,0.0042510592008848727,-2.3715028469409933,221.0,0.0111717723183,0.0111717723183
HLA-DQA1,1.0,9932.0,0.0036150047947227613,-2.4418911223472493,305.0,0.0154180568193,0.0154180568193
HLA-DQA2,8.65e-07,10.0,0.44102206994430798,-0.35553967671084907,10.0,0.00050551005965,4.37266201597e-10
HLA-DQB1,1.0,9932.0,0.0038590804482856031,-2.4135161678182526,264.0,0.0133454655748,0.0133454655748
HLA-DQB2,1.0,9932.0,0.0023247335359370008,-2.6336268193349497,735.0,0.0371549893843,0.0371549893843
HLA-DRA,1.0,9932.0,0.0044014122258421856,-2.3564079545398369,202.0,0.0102113032049,0.0102113032049
HLA-DRB1,1.0,9932.0,0.004065720241829514,-2.3908625080417263,232.0,0.0117278333839,0.0117278333839
HLA-DRB3,1.0,9932.0,0.0021123173161397249,-2.6752408407324251,869.0,0.0439288241836,0.0439288241836
HLA-DRB4,1.0,9932.0,0.0021207203675689948,-2.6735165925998716,862.0,0.0435749671418,0.0435749671418
HLA-DRB5,1.0,9932.0,0.0025305765398941958,-2.5967805224725664,624.0,0.0315438277222,0.0315438277222
HLA-E,1.0,9932.0,0.0040581703222224985,-2.391669729493632,233.0,0.0117783843898,0.0117783843898
HLA-F,1.0,9932.0,0.0033574350505530095,-2.4739923799873966,352.0,0.0177939540997,0.0177939540997
HLA-F-AS1,1.0,9932.0,1.4961871216741786e-05,-4.8250140877359025,17242.0,0.871600444849,0.871600444849
HLA-G,2.31e-05,23.0,0.00098764716064262282,-3.0053981804676844,2709.0,0.136942675159,3.16337579618e-06
