,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
OR4N5,1.0,9918.5,3.706098396972241e-06,-5.431083054338548,18130.0,0.916489738146,0.916489738146
OR4P4,1.0,9918.5,4.1471424526759593e-06,-5.3822510465389133,17966.0,0.908199373168,0.908199373168
OR4Q2,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR4Q3,1.0,9918.5,3.7095396989501495e-06,-5.4306799768022609,18127.0,0.916338085128,0.916338085128
OR4S1,1.0,9918.5,4.955359253865081e-06,-5.3049248545358347,17711.0,0.895308866646,0.895308866646
OR4S2,1.0,9918.5,9.8503536131114966e-06,-5.0065481786936052,16835.0,0.851026185421,0.851026185421
OR4X1,1.0,9918.5,7.1067311505577032e-06,-5.1483301137172388,17296.0,0.874330199171,0.874330199171
OR4X2,1.0,9918.5,1.3287975003629163e-06,-5.8765411975190442,18947.5,0.957815185522,0.957815185522
OR51A2,1.0,9918.5,4.1613091758765667e-06,-5.3807700159088308,17958.0,0.90779496512,0.90779496512
OR51A4,1.0,9918.5,5.4170098666643618e-06,-5.2662403733782792,17610.0,0.890203215044,0.890203215044
OR51A7,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR51B2,1.0,9918.5,1.2941605778325689e-06,-5.8880118336055602,18963.0,0.958598726115,0.958598726115
OR51B4,1.0,9918.5,4.2928898906927395e-06,-5.367250250695454,17910.0,0.905368516833,0.905368516833
OR51B5,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR51B6,1.0,9918.5,4.1427117474721782e-06,-5.3827152841377197,17971.0,0.908452128197,0.908452128197
OR51D1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR51E1,1.0,9918.5,5.2254117651267273e-06,-5.2818794812405736,17653.0,0.8923769083,0.8923769083
OR51E2,1.0,9918.5,6.5341628907782714e-05,-4.1848100431565145,11711.0,0.592002830856,0.592002830856
OR51F1,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR51F2,1.0,9918.5,3.9963400014902431e-06,-5.3983375698731031,18019.0,0.910878576484,0.910878576484
OR51G1,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR51G2,1.0,9918.5,3.9287861999412967e-06,-5.4057416043549376,18042.0,0.912041249621,0.912041249621
OR51H1,1.0,9918.5,2.0835974051604133e-06,-5.6811861920942146,18707.0,0.945657668588,0.945657668588
OR51I1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR51I2,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR51J1,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR51L1,1.0,9918.5,3.7136300342221609e-06,-5.430201364489351,18120.5,0.916009503589,0.916009503589
OR51M1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
